RecordID,d_1,d_15,d_16,d_2,d_20,d_21,d_3,d_4,d_5,d_6,d_7,d_8,Intention_to_leave,q_10,q_11,q_12,q_13,q_14,q_15,q_16,q_17,q_18,q_19,q_2,q_20,q_21,q_22,q_23,q_24,q_25,q_26,q_27,q_28,q_29,q_3,q_30,q_31,q_32,q_33,q_34,q_35,q_36,q_37,q_38,q_39,q_4,q_40,q_41,q_42,q_43,q_44,q_45,q_46,q_47,q_48,q_49,q_5,q_50,q_51,q_52,q_53,q_54,q_55,q_6,q_7,q_8,q_9
23346,1,1,4,1,7,2,,,11,2,2,1,1,2,2,4,4,2,2,2,2,1,2,2,2,2,2,2,2,4,4,2,,,2,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,4,3,2
23347,3,3,,1,6,1,,,1,2,,1,1,4,5,2,2,2,2,2,3,5,2,2,2,3,3,2,2,2,2,2,5,5,2,4,5,5,2,2,2,2,2,2,5,2,3,1,5,5,2,4,4,3,4,4,2,5,5,5,5,4,4,2,2,5,2
23348,3,1,1,1,7,1,2,2,1,2,2,1,0,2,2,3,2,2,3,3,4,2,3,2,3,2,2,2,2,3,2,3,,,1,,,,2,2,3,2,2,3,4,2,2,1,2,3,4,4,2,2,2,3,2,4,3,4,2,3,4,3,2,4,2
23349,2,2,4,1,,4,,2,,2,1,1,1,5,4,3,2,2,5,3,5,4,4,1,5,5,1,2,5,5,1,4,,,2,,,,3,5,1,3,5,5,5,5,4,4,2,2,5,4,4,5,2,3,2,1,1,5,4,5,5,3,4,5,2
2335,2,2,,2,30,4,1,,1,2,1,,1,2,2,2,2,2,1,1,2,2,1,1,1,2,1,4,2,2,1,2,,,1,,,,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,4,1,2,1,1
23350,4,1,4,1,6,2,2,2,1,2,2,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1
23351,1,2,,1,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23352,4,4,4,1,7,2,2,2,1,2,1,1,0,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2
23353,3,3,4,1,7,2,2,2,14,1,1,1,0,1,1,1,1,1,2,2,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,2,1
23354,5,2,4,1,1,1,1,2,2,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23355,3,5,4,1,7,1,,2,9,1,1,1,1,1,3,2,4,1,3,5,2,4,1,2,1,2,2,4,4,2,2,4,1,2,2,1,2,4,2,3,1,1,1,2,1,1,3,4,1,2,2,2,2,1,1,1,1,3,4,1,3,1,2,1,2,5,1
23356,3,5,4,1,6,2,1,1,1,2,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23357,2,1,4,1,7,2,2,2,10,2,1,1,0,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1
23358,3,3,,1,25,,,,,1,,3,1,2,2,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,4,4,1,1,2,1,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,4,1,2,2,1,1,1,1,3,1
23359,1,1,4,2,26,1,2,2,2,2,2,,0,1,1,2,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,1,,,1,,,,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,3,2,1
2336,2,4,4,1,7,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,4,1,3,4,4,4,2,2,1,2,,,2,,,,1,2,2,4,1,2,2,2,2,4,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,3,2
23360,5,8,,1,7,3,,2,1,2,2,1,1,4,4,2,4,2,4,4,4,2,2,2,2,4,4,2,2,4,2,4,,,2,,,,2,4,2,3,2,4,4,2,2,3,4,4,1,2,2,4,4,2,2,4,1,4,4,4,4,2,2,5,2
23361,5,2,4,1,6,3,2,2,1,2,2,1,0,1,2,1,1,2,2,1,1,1,1,1,3,2,2,2,1,1,1,2,,,1,,,,1,1,1,3,3,3,1,1,2,1,1,1,3,4,4,1,1,1,1,4,1,1,1,3,3,1,2,3,1
23362,4,7,4,1,25,4,2,2,1,1,1,4,0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,1,,,,1,1,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1
23363,2,2,4,1,7,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23364,2,2,3,1,7,3,2,2,1,2,2,1,1,3,1,5,1,1,2,1,1,1,5,1,1,5,1,4,2,5,1,1,,,2,,,,1,5,1,1,1,1,1,1,1,4,5,1,1,1,5,2,4,1,1,5,1,1,2,1,1,1,1,5,1
23365,2,2,4,2,26,3,2,2,1,2,2,,1,2,4,4,1,2,3,5,3,2,4,2,3,2,4,2,4,2,2,2,,,2,,,,2,3,4,4,2,1,1,2,3,3,2,2,2,4,2,3,2,2,2,4,4,1,2,4,3,3,3,4,2
23366,4,2,4,2,26,1,1,2,1,2,2,,1,3,4,3,3,2,3,4,4,4,3,2,3,4,2,2,4,4,3,4,,,2,,,,3,4,4,3,2,4,1,3,3,4,4,4,4,2,4,4,3,3,3,4,4,1,4,4,3,3,3,5,2
23367,2,1,4,1,6,2,2,2,1,2,1,1,0,2,1,2,1,1,2,1,2,1,2,1,2,1,1,4,3,2,1,2,1,1,2,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,3,3,1
23368,2,2,4,1,6,1,2,2,9,2,2,1,0,1,2,2,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,4,1,1,1,1,2,1,1,2,1
23369,3,5,4,2,29,2,1,1,1,1,1,,1,4,4,3,5,2,4,5,5,2,3,2,3,5,3,2,2,2,2,1,,,2,,,,2,3,2,2,1,4,2,3,4,1,2,1,2,4,3,1,2,4,1,4,2,2,2,1,2,5,3,5,2
2337,5,7,4,1,7,2,2,2,1,2,2,1,0,2,1,2,1,2,2,2,4,2,2,2,1,2,2,3,1,1,1,2,,,2,,,,2,1,4,2,2,2,1,2,1,2,4,2,2,4,2,2,2,4,2,4,4,4,1,2,4,2,2,4,2
23370,5,4,,1,2,,2,2,1,2,2,1,0,4,2,2,2,2,2,2,4,3,2,2,2,2,2,3,3,2,4,4,4,3,2,3,3,3,1,4,4,1,2,2,2,2,3,2,2,3,4,4,4,3,4,4,3,4,4,4,4,3,4,2,2,4,1
23371,2,2,,2,26,3,2,2,1,2,1,,1,5,5,3,5,5,5,5,5,4,5,1,1,3,3,2,5,1,3,5,,,1,,,,1,5,2,1,1,5,1,3,1,3,3,2,4,3,5,3,3,1,1,3,3,1,5,1,2,1,3,3,4
23372,3,4,4,1,7,2,1,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23373,1,1,4,1,1,5,2,2,10,2,2,1,0,3,4,4,4,4,1,2,4,4,2,2,2,2,4,2,2,2,1,3,,,1,,,,1,2,1,2,4,2,1,2,4,1,4,4,1,1,2,2,1,4,1,5,2,1,2,2,4,1,2,5,1
23374,2,2,4,1,6,1,2,2,1,2,2,1,0,1,3,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23375,1,1,4,1,2,3,2,2,1,1,2,1,0,3,2,3,3,3,1,1,2,1,1,2,1,1,4,4,1,3,3,4,3,3,1,3,3,3,1,3,1,1,1,1,1,1,1,4,1,3,1,1,1,2,3,1,1,3,1,1,1,3,1,2,1,1,4
23376,2,1,,1,1,2,2,2,1,2,2,1,0,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,4,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1
23377,1,1,4,1,1,4,2,1,1,2,2,1,1,1,2,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23378,1,2,,2,26,2,,2,11,2,1,,1,2,3,1,1,1,1,4,2,2,2,1,2,1,1,1,2,3,3,2,,,2,,,,3,2,1,1,1,2,2,5,4,2,1,2,1,1,2,5,2,3,4,5,1,1,1,1,2,1,1,5,1
23379,5,2,4,1,7,2,1,2,1,2,2,1,1,2,2,1,2,2,1,1,3,2,1,1,1,1,2,3,1,2,1,1,1,2,1,2,3,2,1,1,2,2,1,1,3,1,1,2,2,1,2,2,2,2,1,2,1,3,4,4,1,3,4,1,1,4,1
2338,5,6,4,2,34,2,2,2,1,2,2,,1,4,2,4,2,2,4,2,3,2,4,2,4,2,2,3,2,4,2,4,,,2,,,,2,4,2,2,2,2,4,2,4,2,4,4,4,4,4,4,2,2,2,2,5,4,4,2,2,3,2,4,2
23380,2,2,4,1,2,4,2,1,5,2,1,1,0,1,1,4,2,2,1,1,1,4,1,1,2,2,3,1,4,3,1,1,4,2,1,1,4,5,1,1,2,3,3,2,3,2,2,3,1,2,1,2,1,2,1,2,1,2,1,2,2,1,2,1,2,1,1
23381,2,1,4,2,26,2,2,2,1,2,2,,0,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,3,1
23382,5,5,4,1,1,2,1,2,1,2,2,1,0,1,2,2,2,2,2,1,2,1,3,2,1,1,2,2,1,1,1,1,2,2,1,2,1,2,2,1,1,1,1,2,1,1,3,2,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,1,3,1,1
23383,6,4,4,1,7,1,1,2,1,2,1,1,1,3,3,3,4,5,2,2,4,2,3,3,3,3,4,3,3,2,2,2,3,3,2,3,3,3,4,2,3,4,2,3,2,3,4,1,2,2,2,3,2,3,2,2,2,4,2,3,2,3,4,2,3,5,2
23384,4,8,4,1,2,1,2,2,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1
23385,2,2,,1,6,1,1,1,1,2,1,1,0,4,2,4,5,2,5,1,5,2,4,1,4,2,2,1,2,2,1,2,,,1,,,,1,2,1,5,5,1,1,4,5,1,4,2,5,4,2,5,4,2,4,4,2,1,2,4,4,4,1,5,1
23386,2,3,4,1,1,4,2,2,1,2,1,1,1,4,4,2,1,2,5,1,2,1,4,1,2,2,4,1,2,2,4,2,2,2,2,2,2,2,2,2,2,5,2,2,4,5,2,1,2,1,2,4,4,4,2,4,2,4,1,4,2,4,5,2,2,5,1
23387,3,3,4,1,1,3,2,2,1,1,1,1,1,3,4,4,2,4,3,2,5,4,2,2,2,2,2,2,2,3,2,4,,,2,,,,2,3,3,3,2,2,2,3,2,1,3,2,3,4,3,3,3,4,2,5,2,2,2,2,5,2,2,3,2
23388,2,2,4,1,7,1,2,2,11,2,1,1,1,4,4,2,2,2,3,2,2,2,2,1,3,2,2,3,2,2,2,2,,,2,,,,2,2,2,4,3,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,2,2,4,2,2,2,2
23389,3,3,4,1,7,3,2,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2339,3,3,4,1,7,1,1,2,1,1,1,1,0,4,4,2,1,2,3,3,3,3,2,2,2,2,2,2,2,1,2,2,2,3,2,3,3,2,2,2,2,2,2,2,3,1,3,1,3,3,3,4,3,3,3,3,1,4,4,4,3,4,4,1,3,4,2
23390,5,1,1,1,,2,1,2,1,2,2,,0,2,2,4,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,,,2,,,,2,2,1,2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1
23391,4,5,,1,1,2,2,2,,1,,1,0,2,1,2,2,1,1,1,2,1,4,1,1,2,1,3,1,1,2,1,1,1,2,1,2,1,1,1,2,4,1,4,1,1,4,1,1,1,1,2,1,2,1,4,1,1,4,1,1,1,1,4,4,2,1
23392,2,2,4,1,,5,2,2,1,2,1,1,0,1,2,2,1,1,2,1,1,1,1,1,2,1,1,2,1,1,1,1,,,2,,,,1,1,1,4,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,4,1,1,1,2,1,2,1,4,1
23393,3,3,,1,,2,2,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,,,1,,,,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,2,1,1,2,1,2,1
23394,4,5,4,1,25,3,2,2,1,1,2,3,0,2,1,2,2,4,2,3,5,1,5,2,2,3,1,2,2,2,1,2,,,2,,,,2,3,2,2,2,4,2,5,1,2,1,1,2,2,2,1,1,2,2,3,1,1,3,2,2,3,5,3,2
23395,2,1,,2,26,2,2,2,1,2,2,,1,2,1,2,1,1,2,2,3,1,2,2,2,2,2,4,1,1,1,1,,,2,,,,2,1,1,2,2,2,1,2,2,4,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,3,2,1
23396,2,3,4,1,,3,2,2,11,2,1,1,1,1,3,4,2,2,2,5,2,1,3,1,3,2,2,2,1,1,1,1,,,1,,,,1,1,1,2,3,3,1,3,3,4,2,1,1,1,1,1,1,2,2,1,1,1,2,3,1,3,1,3,1
23397,2,2,4,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,1,1
23398,5,4,,1,7,1,1,2,4,2,1,1,0,1,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,1,2,2,1,1,1,1,2,1,1,2,1,1,3,2,2,1,2,1,4,4,2,1,2,4,1,1,2,2
23399,5,2,,1,,3,1,2,1,2,2,,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
234,5,8,,1,1,3,2,2,1,1,2,1,0,5,1,5,1,5,5,4,5,5,4,1,5,2,5,3,3,3,2,5,5,5,1,5,5,5,2,5,1,5,1,1,1,4,5,3,4,4,5,5,5,5,5,5,5,5,5,1,5,5,5,4,2,5,1
2340,5,4,,1,6,2,,2,,2,2,1,0,2,4,4,2,2,4,4,4,4,3,2,2,3,2,2,2,2,2,4,2,3,3,2,2,4,2,2,4,4,2,4,2,2,4,4,4,4,4,5,2,2,2,4,4,4,2,2,2,4,2,2,2,4,2
23400,1,2,4,2,26,1,2,2,1,2,2,,1,1,2,2,1,1,1,4,1,2,1,1,1,2,1,4,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,3,1
23401,2,1,2,1,6,1,2,2,1,2,1,1,0,2,2,3,2,2,1,1,2,1,3,2,2,2,2,2,2,2,1,1,1,2,1,3,2,3,2,1,3,1,2,2,1,2,2,2,1,2,2,3,4,2,1,2,1,3,1,2,1,2,2,1,4,2,1
23402,4,5,4,1,,3,2,2,10,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1
23403,5,4,4,1,7,4,1,2,1,2,1,1,1,4,3,4,2,3,4,3,4,2,4,4,3,4,4,3,2,3,2,4,2,2,2,3,2,3,2,2,3,4,4,3,3,4,5,4,3,3,4,3,4,4,3,2,2,4,2,3,4,2,3,4,3,4,2
23404,2,3,4,1,7,1,2,2,9,2,1,1,1,2,4,2,2,1,2,2,1,1,2,1,2,2,2,4,2,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,1,2,1,4,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,5,2
23405,2,1,4,1,1,1,2,2,6,2,1,1,0,4,3,3,4,2,2,1,3,4,2,2,2,3,3,2,3,5,5,4,,,1,,,,2,4,2,3,2,2,2,3,3,4,1,2,2,3,2,2,1,2,3,2,2,3,4,5,4,2,2,4,2
23406,2,1,4,1,1,2,2,2,,2,,1,0,2,2,2,2,2,2,1,2,4,2,1,3,2,2,3,3,1,2,2,1,2,2,2,2,3,2,2,2,2,2,1,1,3,3,3,2,2,2,4,4,4,2,4,2,4,2,1,3,3,2,1,2,5,1
23407,6,6,,1,6,4,2,2,,1,2,1,0,1,5,1,1,4,1,1,2,1,5,1,1,1,1,3,1,1,4,2,4,5,1,1,4,4,2,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23408,5,5,4,1,1,3,1,1,1,1,1,1,0,1,2,2,3,3,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2
23409,5,8,1,1,6,2,1,1,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2341,5,8,4,1,6,2,2,2,1,2,2,1,0,4,1,5,1,1,2,1,5,5,5,1,1,5,1,3,5,1,1,5,,,1,,,,4,5,5,5,1,5,1,5,5,3,5,1,5,5,4,5,2,5,2,5,5,5,5,2,1,5,5,5,1
23410,3,5,,2,33,2,,2,1,1,2,,1,3,3,3,4,4,4,4,3,3,2,1,3,4,2,4,2,4,3,2,,,2,,,,2,3,4,3,2,3,3,3,2,1,3,2,3,1,3,3,2,2,2,3,3,4,4,4,3,3,2,3,2
23411,1,1,4,1,7,1,2,2,11,2,1,1,0,1,4,1,1,1,4,1,2,1,2,1,1,4,4,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,4,2,1,1,1,2
23412,1,2,,1,1,2,2,2,1,2,2,1,0,2,2,2,4,4,1,1,2,2,2,2,2,2,2,2,4,2,4,1,,,1,,,,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,4,2,2,2,1,2,2,2,1,2,3,1
23413,3,4,4,1,25,3,2,2,1,1,1,3,1,4,5,2,2,2,1,2,2,2,1,1,2,1,2,1,1,2,1,1,2,3,1,3,4,4,2,2,2,2,1,2,1,1,2,1,2,3,2,5,2,3,4,4,1,5,1,2,2,4,3,2,2,4,2
23414,3,4,,1,7,4,,1,1,2,1,1,1,4,3,2,2,2,3,2,3,2,3,2,2,3,3,4,3,2,2,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,3,4,4,2,4,3,3,3,3,3,2,3,3,3,3,2,2,3,3,4,3
23415,1,1,4,1,,1,2,2,1,2,1,,0,1,3,3,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,,,1,,,,1,1,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,3,3,1,3,1
23416,2,2,4,1,7,3,2,2,4,2,1,1,0,4,2,4,4,2,2,2,2,2,2,1,2,2,2,1,3,2,2,4,2,3,2,4,4,2,1,2,1,3,2,1,2,2,1,1,4,1,1,1,4,2,1,1,3,4,1,2,2,3,2,4,1,4,4
23417,5,2,4,1,25,4,2,2,1,1,2,2,0,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
23418,1,1,,1,7,1,2,2,5,2,1,1,0,2,3,2,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,2,3,4,1,1,1,3,2,3,3,3,2,2,3,1,3,3,2,2,1,3,3
23419,2,2,4,1,7,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,1,3,3,2,1,1,,,2,,,,1,1,2,2,1,4,2,2,1,1,2,1,2,2,2,1,1,2,2,4,2,2,1,4,5,3,2,5,1
2342,5,3,4,2,26,2,2,2,1,2,1,,1,2,5,5,1,5,5,5,5,2,4,5,5,5,2,3,2,4,1,2,,,2,,,,2,3,5,5,5,4,4,5,5,4,3,4,4,5,3,2,2,2,5,5,4,4,2,5,4,5,5,5,2
23420,2,3,,1,6,2,2,2,,2,2,1,1,4,5,3,2,4,5,5,4,4,3,1,3,5,2,3,2,3,1,2,,,2,,,,3,1,2,2,2,3,2,3,4,2,3,2,3,5,2,2,2,2,2,3,1,3,4,2,3,2,2,5,2
23421,1,1,,1,2,1,1,2,14,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,2,3,1,2,1,1
23422,2,3,,1,,,,,,2,,,0,2,3,3,1,1,2,1,3,2,2,1,3,1,1,4,1,1,1,1,,,1,,,,1,1,2,3,1,2,1,1,2,2,3,2,2,2,1,1,1,2,2,2,2,3,1,3,3,1,2,5,1
23423,3,2,4,1,6,2,2,,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,2,1,3,1,2,1,2,1,1,1,1,1,1,1,1,1
23424,2,1,4,1,1,1,2,2,11,2,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,,,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,2,2
23425,4,6,,1,7,5,2,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,1,4,1,1,1,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,1,1,2,1,2,1,2,1,2,1,2
23426,4,4,4,1,6,1,,1,1,2,1,1,1,3,2,3,2,3,1,3,2,2,2,2,2,3,2,4,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,3,2,3,3,4,2,2,2,2,3,2,2,2,2,3,2,3,2,2,3,3,3,3,2
23427,4,5,,1,1,2,,,1,2,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
23428,2,1,4,2,26,2,2,2,1,2,1,,0,1,2,3,1,1,1,3,2,2,1,1,1,2,1,1,1,1,1,1,,,1,,,,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,1,3,1
23429,4,1,4,1,1,1,1,2,1,2,2,1,0,1,2,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,4,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1
2343,5,8,4,1,,2,1,2,1,1,2,1,0,1,1,1,1,1,5,1,5,1,5,1,1,5,1,3,1,2,1,1,,,1,,,,1,2,5,1,5,1,1,5,5,2,1,1,1,1,1,3,1,1,1,1,1,2,1,1,5,1,1,5,1
23430,3,3,4,1,6,2,2,2,9,2,1,1,1,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,2,2,2,4,2,2,2,2,2,1,2,2,2,4,4,2,2,2,2,2,2,2,2,2,4,2,2,2,2
23431,1,1,2,1,1,5,2,2,1,2,1,1,0,4,1,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,1,4,4,4,4,2,2,4,1,1,4,1,2,1,1,5,1,1,2,1
23432,1,2,4,1,25,1,1,1,1,1,2,2,0,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
23433,3,2,4,1,7,1,2,1,1,2,1,1,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,4,1,1,1,1,,,1,,,,1,1,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1
23434,2,3,4,1,8,1,2,2,1,2,1,1,0,3,2,4,3,1,2,2,2,1,3,1,4,4,3,4,2,4,4,3,,,1,,,,2,4,2,2,2,3,1,3,1,1,3,2,2,3,3,3,2,3,3,3,2,1,4,3,2,3,3,5,5
23435,6,8,4,1,8,1,2,2,1,1,2,1,0,1,1,3,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,3,,,1,,,,2,2,1,1,1,1,1,2,1,4,1,1,1,2,3,2,2,1,1,2,1,1,1,1,3,1,2,2,1
23436,5,6,4,1,8,1,1,2,1,1,2,1,0,4,4,2,2,4,2,2,4,4,2,2,4,2,5,3,4,4,4,4,,,1,,,,4,2,1,2,2,2,1,2,2,2,1,2,4,2,2,4,1,2,1,4,4,1,4,2,5,2,2,4,2
23437,3,4,2,1,2,2,2,2,1,1,1,1,0,1,2,2,1,1,1,1,1,3,1,2,3,1,2,1,2,1,2,2,1,2,2,1,2,2,1,2,1,2,2,3,1,2,3,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,1,2,2
